PTS,MATCHUP,Player Name,Player ID,Opponent Team
16,GSW vs. MIN,Stephen Curry,201939,MIN
36,GSW vs. MIN,Stephen Curry,201939,MIN
29,GSW @ MIN,Stephen Curry,201939,MIN
37,GSW @ MIN,Stephen Curry,201939,MIN
19,GSW vs. NOP,Stephen Curry,201939,NOP
37,GSW @ NOP,Stephen Curry,201939,NOP
41,GSW @ NOP,Stephen Curry,201939,NOP
39,GSW vs. NOP,Stephen Curry,201939,NOP
24,GSW vs. NYK,Stephen Curry,201939,NYK
30,GSW vs. NYK,Stephen Curry,201939,NYK
37,GSW @ NYK,Stephen Curry,201939,NYK
35,GSW vs. NYK,Stephen Curry,201939,NYK
22,GSW @ NYK,Stephen Curry,201939,NYK
20,GSW vs. OKC,Stephen Curry,201939,OKC
23,GSW @ OKC,Stephen Curry,201939,OKC
49,GSW vs. OKC,Stephen Curry,201939,OKC
34,GSW vs. OKC,Stephen Curry,201939,OKC
40,GSW @ OKC,Stephen Curry,201939,OKC
38,GSW @ OKC,Stephen Curry,201939,OKC
18,GSW @ OKC,Stephen Curry,201939,OKC
42,GSW @ OKC,Stephen Curry,201939,OKC
34,GSW vs. OKC,Stephen Curry,201939,OKC
39,GSW @ ORL,Stephen Curry,201939,ORL
29,GSW @ ORL,Stephen Curry,201939,ORL
40,GSW vs. ORL,Stephen Curry,201939,ORL
31,GSW vs. ORL,Stephen Curry,201939,ORL
25,GSW vs. PHI,Stephen Curry,201939,PHI
29,GSW vs. PHI,Stephen Curry,201939,PHI
18,GSW @ PHI,Stephen Curry,201939,PHI
49,GSW @ PHI,Stephen Curry,201939,PHI
21,GSW @ PHX,Stephen Curry,201939,PHX
12,GSW @ PHX,Stephen Curry,201939,PHX
50,GSW @ PHX,Stephen Curry,201939,PHX
21,GSW vs. PHX,Stephen Curry,201939,PHX
23,GSW vs. PHX,Stephen Curry,201939,PHX
27,GSW @ PHX,Stephen Curry,201939,PHX
24,GSW vs. PHX,Stephen Curry,201939,PHX
33,GSW @ PHX,Stephen Curry,201939,PHX
23,GSW vs. PHX,Stephen Curry,201939,PHX
32,GSW vs. POR,Stephen Curry,201939,POR
35,GSW @ POR,Stephen Curry,201939,POR
62,GSW vs. POR,Stephen Curry,201939,POR
26,GSW vs. POR,Stephen Curry,201939,POR
18,GSW @ POR,Stephen Curry,201939,POR
22,GSW vs. POR,Stephen Curry,201939,POR
26,GSW @ POR,Stephen Curry,201939,POR
27,GSW @ SAC,Stephen Curry,201939,SAC
33,GSW vs. SAC,Stephen Curry,201939,SAC
27,GSW @ SAC,Stephen Curry,201939,SAC
47,GSW vs. SAC,Stephen Curry,201939,SAC
30,GSW vs. SAC,Stephen Curry,201939,SAC
20,GSW vs. SAC,Stephen Curry,201939,SAC
30,GSW vs. SAC,Stephen Curry,201939,SAC
37,GSW vs. SAC,Stephen Curry,201939,SAC
25,GSW @ SAC,Stephen Curry,201939,SAC
16,GSW vs. SAS,Stephen Curry,201939,SAS
33,GSW vs. SAS,Stephen Curry,201939,SAS
26,GSW vs. SAS,Stephen Curry,201939,SAS
15,GSW @ SAS,Stephen Curry,201939,SAS
32,GSW @ SAS,Stephen Curry,201939,SAS
32,GSW @ SAS,Stephen Curry,201939,SAS
27,GSW vs. SAS,Stephen Curry,201939,SAS
12,GSW vs. TOR,Stephen Curry,201939,TOR
35,GSW vs. TOR,Stephen Curry,201939,TOR
11,GSW vs. TOR,Stephen Curry,201939,TOR
33,GSW vs. UTA,Stephen Curry,201939,UTA
36,GSW vs. UTA,Stephen Curry,201939,UTA
32,GSW vs. UTA,Stephen Curry,201939,UTA
13,GSW vs. UTA,Stephen Curry,201939,UTA
24,GSW @ UTA,Stephen Curry,201939,UTA
28,GSW @ UTA,Stephen Curry,201939,UTA
16,GSW @ UTA,Stephen Curry,201939,UTA
47,GSW vs. WAS,Stephen Curry,201939,WAS
41,GSW @ WAS,Stephen Curry,201939,WAS
18,GSW @ WAS,Stephen Curry,201939,WAS
32,GSW vs. WAS,Stephen Curry,201939,WAS
15,SAC @ ATL,Domantas Sabonis,1627734,ATL
30,IND vs. ATL,Domantas Sabonis,1627734,ATL
20,SAC vs. ATL,Domantas Sabonis,1627734,ATL
14,IND @ ATL,Domantas Sabonis,1627734,ATL
22,IND vs. ATL,Domantas Sabonis,1627734,ATL
18,IND @ ATL,Domantas Sabonis,1627734,ATL
18,SAC @ BOS,Domantas Sabonis,1627734,BOS
16,SAC vs. BOS,Domantas Sabonis,1627734,BOS
30,SAC vs. BOS,Domantas Sabonis,1627734,BOS
17,IND vs. BOS,Domantas Sabonis,1627734,BOS
11,IND @ BOS,Domantas Sabonis,1627734,BOS
24,IND @ BOS,Domantas Sabonis,1627734,BOS
14,IND vs. BOS,Domantas Sabonis,1627734,BOS
19,IND vs. BOS,Domantas Sabonis,1627734,BOS
16,IND @ BKN,Domantas Sabonis,1627734,BKN
17,SAC vs. BKN,Domantas Sabonis,1627734,BKN
18,IND vs. BKN,Domantas Sabonis,1627734,BKN
24,SAC @ BKN,Domantas Sabonis,1627734,BKN
32,IND vs. BKN,Domantas Sabonis,1627734,BKN
9,SAC @ BKN,Domantas Sabonis,1627734,BKN
18,IND @ BKN,Domantas Sabonis,1627734,BKN
9,SAC @ CHA,Domantas Sabonis,1627734,CHA
33,IND @ CHA,Domantas Sabonis,1627734,CHA
8,IND @ CHA,Domantas Sabonis,1627734,CHA
22,IND @ CHA,Domantas Sabonis,1627734,CHA
22,IND @ CHA,Domantas Sabonis,1627734,CHA
15,IND vs. CHA,Domantas Sabonis,1627734,CHA
28,SAC vs. CHA,Domantas Sabonis,1627734,CHA
8,IND vs. CHA,Domantas Sabonis,1627734,CHA
21,IND @ CHI,Domantas Sabonis,1627734,CHI
14,SAC @ CHI,Domantas Sabonis,1627734,CHI
22,SAC vs. CHI,Domantas Sabonis,1627734,CHI
22,SAC @ CHI,Domantas Sabonis,1627734,CHI
25,IND vs. CHI,Domantas Sabonis,1627734,CHI
24,IND vs. CHI,Domantas Sabonis,1627734,CHI
14,IND @ CHI,Domantas Sabonis,1627734,CHI
22,IND @ CHI,Domantas Sabonis,1627734,CHI
11,SAC vs. CHI,Domantas Sabonis,1627734,CHI
21,SAC vs. CLE,Domantas Sabonis,1627734,CLE
21,IND @ CLE,Domantas Sabonis,1627734,CLE
18,IND @ CLE,Domantas Sabonis,1627734,CLE
32,IND @ CLE,Domantas Sabonis,1627734,CLE
9,IND @ CLE,Domantas Sabonis,1627734,CLE
25,IND vs. CLE,Domantas Sabonis,1627734,CLE
18,SAC @ CLE,Domantas Sabonis,1627734,CLE
22,IND @ DAL,Domantas Sabonis,1627734,DAL
15,SAC @ DAL,Domantas Sabonis,1627734,DAL
21,IND @ DAL,Domantas Sabonis,1627734,DAL
25,IND vs. DAL,Domantas Sabonis,1627734,DAL
22,SAC vs. DAL,Domantas Sabonis,1627734,DAL
18,SAC vs. DAL,Domantas Sabonis,1627734,DAL
24,IND vs. DAL,Domantas Sabonis,1627734,DAL
19,SAC @ DAL,Domantas Sabonis,1627734,DAL
20,IND @ DEN,Domantas Sabonis,1627734,DEN
10,IND @ DEN,Domantas Sabonis,1627734,DEN
10,IND vs. DEN,Domantas Sabonis,1627734,DEN
14,SAC @ DEN,Domantas Sabonis,1627734,DEN
33,SAC vs. DEN,Domantas Sabonis,1627734,DEN
31,SAC vs. DEN,Domantas Sabonis,1627734,DEN
14,SAC @ DEN,Domantas Sabonis,1627734,DEN
15,SAC vs. DET,Domantas Sabonis,1627734,DET
15,IND @ DET,Domantas Sabonis,1627734,DET
14,IND vs. DET,Domantas Sabonis,1627734,DET
26,IND @ DET,Domantas Sabonis,1627734,DET
23,SAC @ DET,Domantas Sabonis,1627734,DET
12,IND vs. DET,Domantas Sabonis,1627734,DET
19,SAC @ GSW,Domantas Sabonis,1627734,GSW
26,SAC vs. GSW,Domantas Sabonis,1627734,GSW
19,SAC @ GSW,Domantas Sabonis,1627734,GSW
18,IND @ GSW,Domantas Sabonis,1627734,GSW
22,IND vs. GSW,Domantas Sabonis,1627734,GSW
30,IND vs. GSW,Domantas Sabonis,1627734,GSW
19,SAC vs. HOU,Domantas Sabonis,1627734,HOU
25,SAC vs. HOU,Domantas Sabonis,1627734,HOU
22,IND vs. HOU,Domantas Sabonis,1627734,HOU
22,SAC @ HOU,Domantas Sabonis,1627734,HOU
17,SAC @ HOU,Domantas Sabonis,1627734,HOU
22,IND @ HOU,Domantas Sabonis,1627734,HOU
22,IND vs. TOR,Domantas Sabonis,1627734,IND
16,IND @ BKN,Domantas Sabonis,1627734,IND
9,IND @ TOR,Domantas Sabonis,1627734,IND
21,IND vs. MIL,Domantas Sabonis,1627734,IND
17,IND vs. MIA,Domantas Sabonis,1627734,IND
28,IND @ WAS,Domantas Sabonis,1627734,IND
33,IND @ CHA,Domantas Sabonis,1627734,IND
11,SAC vs. IND,Domantas Sabonis,1627734,IND
16,IND @ MIN,Domantas Sabonis,1627734,IND
4,IND vs. MIL,Domantas Sabonis,1627734,IND
11,SAC vs. LAC,Domantas Sabonis,1627734,LAC
23,SAC vs. LAC,Domantas Sabonis,1627734,LAC
19,IND @ LAC,Domantas Sabonis,1627734,LAC
19,IND @ LAC,Domantas Sabonis,1627734,LAC
20,SAC @ LAC,Domantas Sabonis,1627734,LAC
24,SAC @ LAC,Domantas Sabonis,1627734,LAC
20,IND vs. LAC,Domantas Sabonis,1627734,LAC
14,IND vs. LAL,Domantas Sabonis,1627734,LAL
21,SAC @ LAL,Domantas Sabonis,1627734,LAL
20,IND @ LAL,Domantas Sabonis,1627734,LAL
20,IND @ LAL,Domantas Sabonis,1627734,LAL
25,SAC vs. LAL,Domantas Sabonis,1627734,LAL
13,SAC vs. LAL,Domantas Sabonis,1627734,LAL
11,SAC vs. MEM,Domantas Sabonis,1627734,MEM
9,SAC @ MEM,Domantas Sabonis,1627734,MEM
14,SAC vs. MEM,Domantas Sabonis,1627734,MEM
18,SAC @ MEM,Domantas Sabonis,1627734,MEM
32,IND vs. MEM,Domantas Sabonis,1627734,MEM
18,IND @ MEM,Domantas Sabonis,1627734,MEM
18,SAC vs. MIA,Domantas Sabonis,1627734,MIA
17,IND vs. MIA,Domantas Sabonis,1627734,MIA
22,SAC @ MIA,Domantas Sabonis,1627734,MIA
9,IND vs. MIA,Domantas Sabonis,1627734,MIA
17,IND @ MIA,Domantas Sabonis,1627734,MIA
13,IND @ MIA,Domantas Sabonis,1627734,MIA
12,IND @ MIA,Domantas Sabonis,1627734,MIA
14,IND vs. MIA,Domantas Sabonis,1627734,MIA
21,IND vs. MIL,Domantas Sabonis,1627734,MIL
4,IND vs. MIL,Domantas Sabonis,1627734,MIL
10,IND vs. MIL,Domantas Sabonis,1627734,MIL
22,IND @ MIL,Domantas Sabonis,1627734,MIL
22,SAC vs. MIL,Domantas Sabonis,1627734,MIL
23,SAC vs. MIL,Domantas Sabonis,1627734,MIL
33,IND @ MIL,Domantas Sabonis,1627734,MIL
16,IND @ MIL,Domantas Sabonis,1627734,MIL
23,SAC @ MIL,Domantas Sabonis,1627734,MIL
16,IND @ MIN,Domantas Sabonis,1627734,MIN
24,SAC vs. MIN,Domantas Sabonis,1627734,MIN
24,SAC vs. MIN,Domantas Sabonis,1627734,MIN
17,SAC @ MIN,Domantas Sabonis,1627734,MIN
23,SAC @ MIN,Domantas Sabonis,1627734,MIN
36,IND @ MIN,Domantas Sabonis,1627734,MIN
22,SAC vs. MIN,Domantas Sabonis,1627734,MIN
20,IND vs. NOP,Domantas Sabonis,1627734,NOP
19,SAC vs. NOP,Domantas Sabonis,1627734,NOP
15,SAC @ NOP,Domantas Sabonis,1627734,NOP
19,IND @ NOP,Domantas Sabonis,1627734,NOP
12,SAC @ NOP,Domantas Sabonis,1627734,NOP
8,IND vs. NOP,Domantas Sabonis,1627734,NOP
16,SAC @ NOP,Domantas Sabonis,1627734,NOP
21,IND @ NYK,Domantas Sabonis,1627734,NYK
10,IND vs. NYK,Domantas Sabonis,1627734,NYK
24,SAC vs. NYK,Domantas Sabonis,1627734,NYK
19,SAC vs. NYK,Domantas Sabonis,1627734,NYK
15,IND @ NYK,Domantas Sabonis,1627734,NYK
13,IND vs. NYK,Domantas Sabonis,1627734,NYK
15,IND @ NYK,Domantas Sabonis,1627734,NYK
32,IND vs. NYK,Domantas Sabonis,1627734,NYK
20,SAC @ NYK,Domantas Sabonis,1627734,NYK
21,IND vs. NYK,Domantas Sabonis,1627734,NYK
26,IND @ OKC,Domantas Sabonis,1627734,OKC
24,IND @ OKC,Domantas Sabonis,1627734,OKC
18,SAC vs. OKC,Domantas Sabonis,1627734,OKC
22,SAC @ OKC,Domantas Sabonis,1627734,OKC
14,SAC @ OKC,Domantas Sabonis,1627734,OKC
14,SAC @ OKC,Domantas Sabonis,1627734,OKC
25,SAC @ ORL,Domantas Sabonis,1627734,ORL
18,IND vs. ORL,Domantas Sabonis,1627734,ORL
12,SAC vs. ORL,Domantas Sabonis,1627734,ORL
16,IND @ ORL,Domantas Sabonis,1627734,ORL
18,IND vs. PHI,Domantas Sabonis,1627734,PHI
16,IND vs. PHI,Domantas Sabonis,1627734,PHI
15,IND @ PHI,Domantas Sabonis,1627734,PHI
21,IND vs. PHI,Domantas Sabonis,1627734,PHI
16,SAC vs. PHI,Domantas Sabonis,1627734,PHI
22,SAC @ PHI,Domantas Sabonis,1627734,PHI
17,SAC vs. PHX,Domantas Sabonis,1627734,PHX
27,SAC vs. PHX,Domantas Sabonis,1627734,PHX
18,SAC vs. PHX,Domantas Sabonis,1627734,PHX
22,IND @ PHX,Domantas Sabonis,1627734,PHX
17,SAC @ PHX,Domantas Sabonis,1627734,PHX
14,IND vs. PHX,Domantas Sabonis,1627734,PHX
28,IND vs. PHX,Domantas Sabonis,1627734,PHX
24,SAC @ PHX,Domantas Sabonis,1627734,PHX
13,SAC vs. POR,Domantas Sabonis,1627734,POR
15,IND @ POR,Domantas Sabonis,1627734,POR
20,SAC @ POR,Domantas Sabonis,1627734,POR
15,SAC @ POR,Domantas Sabonis,1627734,POR
23,IND @ POR,Domantas Sabonis,1627734,POR
18,SAC vs. POR,Domantas Sabonis,1627734,POR
16,SAC vs. SAS,Domantas Sabonis,1627734,SAS
24,IND vs. SAS,Domantas Sabonis,1627734,SAS
12,SAC @ SAS,Domantas Sabonis,1627734,SAS
18,SAC @ SAS,Domantas Sabonis,1627734,SAS
34,SAC @ SAS,Domantas Sabonis,1627734,SAS
26,SAC vs. SAS,Domantas Sabonis,1627734,SAS
22,IND vs. TOR,Domantas Sabonis,1627734,TOR
9,IND @ TOR,Domantas Sabonis,1627734,TOR
23,IND vs. TOR,Domantas Sabonis,1627734,TOR
25,IND @ TOR,Domantas Sabonis,1627734,TOR
9,SAC vs. TOR,Domantas Sabonis,1627734,TOR
11,IND vs. TOR,Domantas Sabonis,1627734,TOR
10,IND vs. TOR,Domantas Sabonis,1627734,TOR
21,SAC @ TOR,Domantas Sabonis,1627734,TOR
6,IND @ UTA,Domantas Sabonis,1627734,UTA
16,SAC vs. UTA,Domantas Sabonis,1627734,UTA
11,SAC @ UTA,Domantas Sabonis,1627734,UTA
42,IND vs. UTA,Domantas Sabonis,1627734,UTA
21,SAC @ UTA,Domantas Sabonis,1627734,UTA
20,IND vs. UTA,Domantas Sabonis,1627734,UTA
28,SAC vs. UTA,Domantas Sabonis,1627734,UTA
22,IND @ UTA,Domantas Sabonis,1627734,UTA
28,IND @ WAS,Domantas Sabonis,1627734,WAS
30,IND vs. WAS,Domantas Sabonis,1627734,WAS
32,IND @ WAS,Domantas Sabonis,1627734,WAS
35,IND @ WAS,Domantas Sabonis,1627734,WAS
30,SAC @ WAS,Domantas Sabonis,1627734,WAS
16,SAC @ WAS,Domantas Sabonis,1627734,WAS
20,SAC vs. WAS,Domantas Sabonis,1627734,WAS
30,IND vs. WAS,Domantas Sabonis,1627734,WAS
25,LAC vs. ATL,Kawhi Leonard,202695,ATL
32,LAC @ ATL,Kawhi Leonard,202695,ATL
29,LAC vs. ATL,Kawhi Leonard,202695,ATL
28,LAC vs. BOS,Kawhi Leonard,202695,BOS
26,LAC @ BOS,Kawhi Leonard,202695,BOS
25,LAC vs. BOS,Kawhi Leonard,202695,BOS
29,LAC vs. BKN,Kawhi Leonard,202695,BKN
24,LAC @ BKN,Kawhi Leonard,202695,BKN
33,LAC @ BKN,Kawhi Leonard,202695,BKN
16,LAC @ CHA,Kawhi Leonard,202695,CHA
17,LAC vs. CHA,Kawhi Leonard,202695,CHA
16,LAC vs. CHA,Kawhi Leonard,202695,CHA
16,LAC @ CHA,Kawhi Leonard,202695,CHA
22,LAC vs. CHI,Kawhi Leonard,202695,CHI
33,LAC @ CHI,Kawhi Leonard,202695,CHI
35,LAC vs. CHI,Kawhi Leonard,202695,CHI
33,LAC @ CHI,Kawhi Leonard,202695,CHI
24,LAC @ CLE,Kawhi Leonard,202695,CLE
20,LAC @ DAL,Kawhi Leonard,202695,DAL
22,LAC @ DAL,Kawhi Leonard,202695,DAL
30,LAC @ DAL,Kawhi Leonard,202695,DAL
33,LAC vs. DAL,Kawhi Leonard,202695,DAL
18,LAC vs. DAL,Kawhi Leonard,202695,DAL
16,LAC vs. DEN,Kawhi Leonard,202695,DEN
24,LAC vs. DEN,Kawhi Leonard,202695,DEN
6,LAC @ DEN,Kawhi Leonard,202695,DEN
33,LAC @ DEN,Kawhi Leonard,202695,DEN
21,LAC @ DEN,Kawhi Leonard,202695,DEN
24,LAC vs. DEN,Kawhi Leonard,202695,DEN
6,LAC vs. DET,Kawhi Leonard,202695,DET
30,LAC vs. GSW,Kawhi Leonard,202695,GSW
28,LAC vs. GSW,Kawhi Leonard,202695,GSW
21,LAC @ GSW,Kawhi Leonard,202695,GSW
24,LAC @ GSW,Kawhi Leonard,202695,GSW
21,LAC @ GSW,Kawhi Leonard,202695,GSW
33,LAC vs. GSW,Kawhi Leonard,202695,GSW
30,LAC vs. HOU,Kawhi Leonard,202695,HOU
31,LAC vs. HOU,Kawhi Leonard,202695,HOU
17,LAC vs. IND,Kawhi Leonard,202695,IND
24,LAC @ IND,Kawhi Leonard,202695,IND
14,LAC @ LAL,Kawhi Leonard,202695,LAL
15,LAC vs. LAL,Kawhi Leonard,202695,LAL
25,LAC @ LAL,Kawhi Leonard,202695,LAL
26,LAC @ LAL,Kawhi Leonard,202695,LAL
25,LAC vs. LAL,Kawhi Leonard,202695,LAL
19,LAC vs. LAL,Kawhi Leonard,202695,LAL
12,LAC @ MEM,Kawhi Leonard,202695,MEM
34,LAC vs. MEM,Kawhi Leonard,202695,MEM
30,LAC @ MEM,Kawhi Leonard,202695,MEM
17,LAC @ MEM,Kawhi Leonard,202695,MEM
23,LAC vs. MIL,Kawhi Leonard,202695,MIL
25,LAC @ MIL,Kawhi Leonard,202695,MIL
17,LAC @ MIL,Kawhi Leonard,202695,MIL
23,LAC vs. MIN,Kawhi Leonard,202695,MIN
36,LAC @ MIN,Kawhi Leonard,202695,MIN
19,LAC vs. MIN,Kawhi Leonard,202695,MIN
15,LAC vs. MIN,Kawhi Leonard,202695,MIN
12,LAC vs. NOP,Kawhi Leonard,202695,NOP
23,LAC @ NOP,Kawhi Leonard,202695,NOP
28,LAC vs. NOP,Kawhi Leonard,202695,NOP
40,LAC @ NOP,Kawhi Leonard,202695,NOP
29,LAC vs. NYK,Kawhi Leonard,202695,NYK
38,LAC vs. NYK,Kawhi Leonard,202695,NYK
28,LAC @ NYK,Kawhi Leonard,202695,NYK
35,LAC @ NYK,Kawhi Leonard,202695,NYK
32,LAC vs. OKC,Kawhi Leonard,202695,OKC
21,LAC vs. OKC,Kawhi Leonard,202695,OKC
34,LAC vs. OKC,Kawhi Leonard,202695,OKC
31,LAC vs. OKC,Kawhi Leonard,202695,OKC
28,LAC vs. ORL,Kawhi Leonard,202695,ORL
24,LAC @ ORL,Kawhi Leonard,202695,ORL
14,LAC @ ORL,Kawhi Leonard,202695,ORL
28,LAC vs. PHI,Kawhi Leonard,202695,PHI
27,LAC vs. PHI,Kawhi Leonard,202695,PHI
28,LAC @ PHI,Kawhi Leonard,202695,PHI
11,LAC vs. PHX,Kawhi Leonard,202695,PHX
15,LAC @ PHX,Kawhi Leonard,202695,PHX
16,LAC @ PHX,Kawhi Leonard,202695,PHX
25,LAC @ PHX,Kawhi Leonard,202695,PHX
27,LAC vs. PHX,Kawhi Leonard,202695,PHX
24,LAC @ POR,Kawhi Leonard,202695,POR
28,LAC vs. POR,Kawhi Leonard,202695,POR
27,LAC vs. POR,Kawhi Leonard,202695,POR
29,LAC vs. POR,Kawhi Leonard,202695,POR
32,LAC vs. SAC,Kawhi Leonard,202695,SAC
27,LAC @ SAC,Kawhi Leonard,202695,SAC
44,LAC vs. SAC,Kawhi Leonard,202695,SAC
20,LAC vs. SAC,Kawhi Leonard,202695,SAC
11,LAC vs. SAS,Kawhi Leonard,202695,SAS
25,LAC @ SAS,Kawhi Leonard,202695,SAS
27,LAC vs. SAS,Kawhi Leonard,202695,SAS
36,LAC @ SAS,Kawhi Leonard,202695,SAS
30,LAC vs. SAS,Kawhi Leonard,202695,SAS
20,LAC @ TOR,Kawhi Leonard,202695,TOR
13,LAC vs. TOR,Kawhi Leonard,202695,TOR
24,LAC vs. TOR,Kawhi Leonard,202695,TOR
15,LAC @ TOR,Kawhi Leonard,202695,TOR
8,LAC vs. UTA,Kawhi Leonard,202695,UTA
20,LAC @ UTA,Kawhi Leonard,202695,UTA
29,LAC vs. UTA,Kawhi Leonard,202695,UTA
22,LAC @ WAS,Kawhi Leonard,202695,WAS
32,LAC vs. WAS,Kawhi Leonard,202695,WAS
31,LAC vs. WAS,Kawhi Leonard,202695,WAS
13,LAC @ WAS,Kawhi Leonard,202695,WAS
10,LAL vs. ATL,LeBron James,2544,ATL
32,LAL vs. ATL,LeBron James,2544,ATL
25,LAL vs. ATL,LeBron James,2544,ATL
21,LAL @ ATL,LeBron James,2544,ATL
47,LAL @ ATL,LeBron James,2544,ATL
23,LAL @ BOS,LeBron James,2544,BOS
21,LAL @ BOS,LeBron James,2544,BOS
41,LAL @ BOS,LeBron James,2544,BOS
33,LAL vs. BOS,LeBron James,2544,BOS
30,LAL vs. BOS,LeBron James,2544,BOS
33,LAL @ BKN,LeBron James,2544,BKN
32,LAL vs. BKN,LeBron James,2544,BKN
39,LAL vs. BKN,LeBron James,2544,BKN
37,LAL vs. CHA,LeBron James,2544,CHA
43,LAL @ CHA,LeBron James,2544,CHA
34,LAL vs. CHA,LeBron James,2544,CHA
25,LAL @ CHI,LeBron James,2544,CHI
19,LAL vs. CHI,LeBron James,2544,CHI
17,LAL @ CHI,LeBron James,2544,CHI
28,LAL vs. CHI,LeBron James,2544,CHI
31,LAL @ CHI,LeBron James,2544,CHI
26,LAL vs. CLE,LeBron James,2544,CLE
27,LAL vs. CLE,LeBron James,2544,CLE
38,LAL @ CLE,LeBron James,2544,CLE
46,LAL @ CLE,LeBron James,2544,CLE
21,LAL @ CLE,LeBron James,2544,CLE
26,LAL vs. DAL,LeBron James,2544,DAL
24,LAL vs. DAL,LeBron James,2544,DAL
26,LAL @ DAL,LeBron James,2544,DAL
38,LAL @ DAL,LeBron James,2544,DAL
22,LAL vs. DAL,LeBron James,2544,DAL
24,LAL @ DAL,LeBron James,2544,DAL
26,LAL vs. DEN,LeBron James,2544,DEN
19,LAL @ DEN,LeBron James,2544,DEN
25,LAL @ DEN,LeBron James,2544,DEN
22,LAL @ DEN,LeBron James,2544,DEN
27,LAL vs. DEN,LeBron James,2544,DEN
30,LAL vs. DEN,LeBron James,2544,DEN
33,LAL vs. DET,LeBron James,2544,DET
10,LAL @ DET,LeBron James,2544,DET
22,LAL @ DET,LeBron James,2544,DET
33,LAL vs. DET,LeBron James,2544,DET
35,LAL @ DET,LeBron James,2544,DET
34,LAL vs. GSW,LeBron James,2544,GSW
31,LAL @ GSW,LeBron James,2544,GSW
22,LAL @ GSW,LeBron James,2544,GSW
56,LAL vs. GSW,LeBron James,2544,GSW
19,LAL vs. GSW,LeBron James,2544,GSW
19,LAL vs. GSW,LeBron James,2544,GSW
13,LAL vs. GSW,LeBron James,2544,GSW
26,LAL @ GSW,LeBron James,2544,GSW
15,LAL vs. HOU,LeBron James,2544,HOU
30,LAL vs. HOU,LeBron James,2544,HOU
23,LAL @ HOU,LeBron James,2544,HOU
48,LAL vs. HOU,LeBron James,2544,HOU
26,LAL @ HOU,LeBron James,2544,HOU
18,LAL @ HOU,LeBron James,2544,HOU
32,LAL @ HOU,LeBron James,2544,HOU
18,LAL @ HOU,LeBron James,2544,HOU
21,LAL vs. IND,LeBron James,2544,IND
39,LAL @ IND,LeBron James,2544,IND
24,LAL @ IND,LeBron James,2544,IND
18,LAL vs. IND,LeBron James,2544,IND
30,LAL vs. IND,LeBron James,2544,IND
26,LAL @ IND,LeBron James,2544,IND
20,LAL vs. LAC,LeBron James,2544,LAC
30,LAL @ LAC,LeBron James,2544,LAC
26,LAL @ LAC,LeBron James,2544,LAC
46,LAL vs. LAC,LeBron James,2544,LAC
21,LAL vs. LAC,LeBron James,2544,LAC
22,LAL vs. LAC,LeBron James,2544,LAC
23,LAL vs. LAC,LeBron James,2544,LAC
33,LAL @ LAC,LeBron James,2544,LAC
19,LAL vs. MEM,LeBron James,2544,MEM
23,LAL vs. MEM,LeBron James,2544,MEM
35,LAL vs. MEM,LeBron James,2544,MEM
26,LAL @ MEM,LeBron James,2544,MEM
22,LAL @ MEM,LeBron James,2544,MEM
28,LAL vs. MEM,LeBron James,2544,MEM
37,LAL @ MEM,LeBron James,2544,MEM
20,LAL @ MEM,LeBron James,2544,MEM
33,LAL @ MIA,LeBron James,2544,MIA
19,LAL vs. MIA,LeBron James,2544,MIA
27,LAL @ MIA,LeBron James,2544,MIA
34,LAL @ MIL,LeBron James,2544,MIL
27,LAL vs. MIL,LeBron James,2544,MIL
28,LAL @ MIL,LeBron James,2544,MIL
28,LAL @ MIN,LeBron James,2544,MIN
18,LAL @ MIN,LeBron James,2544,MIN
19,LAL @ MIN,LeBron James,2544,MIN
25,LAL vs. MIN,LeBron James,2544,MIN
26,LAL vs. MIN,LeBron James,2544,MIN
30,LAL @ MIN,LeBron James,2544,MIN
18,LAL vs. MIN,LeBron James,2544,MIN
18,LAL @ MIN,LeBron James,2544,MIN
20,LAL vs. NOP,LeBron James,2544,NOP
25,LAL @ NOP,LeBron James,2544,NOP
39,LAL @ NOP,LeBron James,2544,NOP
21,LAL vs. NOP,LeBron James,2544,NOP
32,LAL vs. NOP,LeBron James,2544,NOP
21,LAL vs. NOP,LeBron James,2544,NOP
27,LAL @ NOP,LeBron James,2544,NOP
38,LAL vs. NOP,LeBron James,2544,NOP
28,LAL @ NYK,LeBron James,2544,NYK
29,LAL vs. NYK,LeBron James,2544,NYK
26,LAL @ OKC,LeBron James,2544,OKC
25,LAL vs. OKC,LeBron James,2544,OKC
28,LAL vs. OKC,LeBron James,2544,OKC
38,LAL vs. OKC,LeBron James,2544,OKC
33,LAL @ OKC,LeBron James,2544,OKC
29,LAL @ ORL,LeBron James,2544,ORL
28,LAL @ ORL,LeBron James,2544,ORL
30,LAL vs. ORL,LeBron James,2544,ORL
34,LAL @ PHI,LeBron James,2544,PHI
35,LAL vs. PHI,LeBron James,2544,PHI
23,LAL @ PHI,LeBron James,2544,PHI
25,LAL vs. PHX,LeBron James,2544,PHX
31,LAL @ PHX,LeBron James,2544,PHX
38,LAL vs. PHX,LeBron James,2544,PHX
34,LAL vs. PHX,LeBron James,2544,PHX
16,LAL vs. PHX,LeBron James,2544,PHX
31,LAL vs. POR,LeBron James,2544,POR
31,LAL vs. POR,LeBron James,2544,POR
37,LAL @ POR,LeBron James,2544,POR
